"frame_id","screen_id","screen_name","group_code","platform","viewport_px","state_code","state_ar","phase","components","design_file","status","design_status","frame_ref"
"ACC-02-W834-validation_error","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","W","834","validation_error","خطأ تحقق","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-02-W834-offline","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","W","834","offline","بلا اتصال","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-02-W834-expired","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","W","834","expired","منتهي الصلاحية","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-02-W834-server_error","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","W","834","server_error","خطأ خادم","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-02-W834-success","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","W","834","success","نجاح","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-02-W1440-ready","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","W","1440","ready","جاهز","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","drawn","06-D2-Shifts-Access.dc.html#ACC-02"
"ACC-02-W1440-loading","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","W","1440","loading","تحميل","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","drawn","34-D26-Access-All-States.dc.html#ACC-02"
"ACC-02-W1440-validation_error","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","W","1440","validation_error","خطأ تحقق","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","drawn","34-D26-Access-All-States.dc.html#ACC-02"
"ACC-02-W1440-offline","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","W","1440","offline","بلا اتصال","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","drawn","34-D26-Access-All-States.dc.html#ACC-02"
"ACC-02-W1440-expired","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","W","1440","expired","منتهي الصلاحية","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","drawn","34-D26-Access-All-States.dc.html#ACC-02"
"ACC-02-W1440-server_error","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","W","1440","server_error","خطأ خادم","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-02-W1440-success","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","W","1440","success","نجاح","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","drawn","34-D26-Access-All-States.dc.html#ACC-02"
"ACC-02-M390-ready","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","M","390","ready","جاهز","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","drawn","13-D8-Decisions-Applied.dc.html#ACC-02"
"ACC-02-M390-loading","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","M","390","loading","تحميل","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-02-M390-validation_error","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","M","390","validation_error","خطأ تحقق","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-02-M390-offline","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","M","390","offline","بلا اتصال","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-02-M390-expired","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","M","390","expired","منتهي الصلاحية","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-02-M390-server_error","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","M","390","server_error","خطأ خادم","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","drawn","13-D8-Decisions-Applied.dc.html#ACC-02"
"ACC-02-M390-success","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","M","390","success","نجاح","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-02-D1366-ready","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","D","1366","ready","جاهز","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-02-D1366-loading","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","D","1366","loading","تحميل","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-02-D1366-validation_error","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","D","1366","validation_error","خطأ تحقق","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-02-D1366-offline","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","D","1366","offline","بلا اتصال","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-02-D1366-expired","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","D","1366","expired","منتهي الصلاحية","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-02-D1366-server_error","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","D","1366","server_error","خطأ خادم","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-02-D1366-success","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","D","1366","success","نجاح","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-02-D1920-ready","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","D","1920","ready","جاهز","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-02-D1920-loading","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","D","1920","loading","تحميل","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-02-D1920-validation_error","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","D","1920","validation_error","خطأ تحقق","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-02-D1920-offline","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","D","1920","offline","بلا اتصال","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-02-D1920-expired","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","D","1920","expired","منتهي الصلاحية","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-02-D1920-server_error","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","D","1920","server_error","خطأ خادم","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-02-D1920-success","ACC-02","تسجيل ودخول واستعادة الوصول","ACC","D","1920","success","نجاح","أساسي","C-FIELD C-BTN C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-03-W390-ready","ACC-03","اختيار المنشأة والفرع","ACC","W","390","ready","جاهز","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-03-W390-loading","ACC-03","اختيار المنشأة والفرع","ACC","W","390","loading","تحميل","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-03-W390-empty","ACC-03","اختيار المنشأة والفرع","ACC","W","390","empty","فارغ","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-03-W390-permission_denied","ACC-03","اختيار المنشأة والفرع","ACC","W","390","permission_denied","صلاحية مرفوضة","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-03-W390-offline","ACC-03","اختيار المنشأة والفرع","ACC","W","390","offline","بلا اتصال","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-03-W390-stale","ACC-03","اختيار المنشأة والفرع","ACC","W","390","stale","بيانات قديمة","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-03-W834-ready","ACC-03","اختيار المنشأة والفرع","ACC","W","834","ready","جاهز","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-03-W834-loading","ACC-03","اختيار المنشأة والفرع","ACC","W","834","loading","تحميل","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-03-W834-empty","ACC-03","اختيار المنشأة والفرع","ACC","W","834","empty","فارغ","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-03-W834-permission_denied","ACC-03","اختيار المنشأة والفرع","ACC","W","834","permission_denied","صلاحية مرفوضة","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-03-W834-offline","ACC-03","اختيار المنشأة والفرع","ACC","W","834","offline","بلا اتصال","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-03-W834-stale","ACC-03","اختيار المنشأة والفرع","ACC","W","834","stale","بيانات قديمة","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-03-W1440-ready","ACC-03","اختيار المنشأة والفرع","ACC","W","1440","ready","جاهز","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-03-W1440-loading","ACC-03","اختيار المنشأة والفرع","ACC","W","1440","loading","تحميل","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","drawn","34-D26-Access-All-States.dc.html#ACC-03"
"ACC-03-W1440-empty","ACC-03","اختيار المنشأة والفرع","ACC","W","1440","empty","فارغ","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","drawn","34-D26-Access-All-States.dc.html#ACC-03"
"ACC-03-W1440-permission_denied","ACC-03","اختيار المنشأة والفرع","ACC","W","1440","permission_denied","صلاحية مرفوضة","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-03-W1440-offline","ACC-03","اختيار المنشأة والفرع","ACC","W","1440","offline","بلا اتصال","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","drawn","34-D26-Access-All-States.dc.html#ACC-03"
"ACC-03-W1440-stale","ACC-03","اختيار المنشأة والفرع","ACC","W","1440","stale","بيانات قديمة","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","drawn","34-D26-Access-All-States.dc.html#ACC-03"
"ACC-03-M390-ready","ACC-03","اختيار المنشأة والفرع","ACC","M","390","ready","جاهز","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","drawn","28-D21-Access-Inventory-Complete.dc.html#ACC-03"
"ACC-03-M390-loading","ACC-03","اختيار المنشأة والفرع","ACC","M","390","loading","تحميل","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-03-M390-empty","ACC-03","اختيار المنشأة والفرع","ACC","M","390","empty","فارغ","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-03-M390-permission_denied","ACC-03","اختيار المنشأة والفرع","ACC","M","390","permission_denied","صلاحية مرفوضة","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","drawn","28-D21-Access-Inventory-Complete.dc.html#ACC-03"
"ACC-03-M390-offline","ACC-03","اختيار المنشأة والفرع","ACC","M","390","offline","بلا اتصال","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-03-M390-stale","ACC-03","اختيار المنشأة والفرع","ACC","M","390","stale","بيانات قديمة","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-03-D1366-ready","ACC-03","اختيار المنشأة والفرع","ACC","D","1366","ready","جاهز","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-03-D1366-loading","ACC-03","اختيار المنشأة والفرع","ACC","D","1366","loading","تحميل","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-03-D1366-empty","ACC-03","اختيار المنشأة والفرع","ACC","D","1366","empty","فارغ","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-03-D1366-permission_denied","ACC-03","اختيار المنشأة والفرع","ACC","D","1366","permission_denied","صلاحية مرفوضة","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-03-D1366-offline","ACC-03","اختيار المنشأة والفرع","ACC","D","1366","offline","بلا اتصال","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-03-D1366-stale","ACC-03","اختيار المنشأة والفرع","ACC","D","1366","stale","بيانات قديمة","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-03-D1920-ready","ACC-03","اختيار المنشأة والفرع","ACC","D","1920","ready","جاهز","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-03-D1920-loading","ACC-03","اختيار المنشأة والفرع","ACC","D","1920","loading","تحميل","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-03-D1920-empty","ACC-03","اختيار المنشأة والفرع","ACC","D","1920","empty","فارغ","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-03-D1920-permission_denied","ACC-03","اختيار المنشأة والفرع","ACC","D","1920","permission_denied","صلاحية مرفوضة","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-03-D1920-offline","ACC-03","اختيار المنشأة والفرع","ACC","D","1920","offline","بلا اتصال","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-03-D1920-stale","ACC-03","اختيار المنشأة والفرع","ACC","D","1920","stale","بيانات قديمة","أساسي","C-ORGSW C-PICK C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-04-W390-ready","ACC-04","إنشاء المنشأة ووصفة القطاع","ACC","W","390","ready","جاهز","أساسي","C-FIELD C-DIALOG C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-04-W390-validation_error","ACC-04","إنشاء المنشأة ووصفة القطاع","ACC","W","390","validation_error","خطأ تحقق","أساسي","C-FIELD C-DIALOG C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-04-W390-saving","ACC-04","إنشاء المنشأة ووصفة القطاع","ACC","W","390","saving","جارٍ الحفظ","أساسي","C-FIELD C-DIALOG C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-04-W390-success","ACC-04","إنشاء المنشأة ووصفة القطاع","ACC","W","390","success","نجاح","أساسي","C-FIELD C-DIALOG C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-04-W390-server_error","ACC-04","إنشاء المنشأة ووصفة القطاع","ACC","W","390","server_error","خطأ خادم","أساسي","C-FIELD C-DIALOG C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-04-W834-ready","ACC-04","إنشاء المنشأة ووصفة القطاع","ACC","W","834","ready","جاهز","أساسي","C-FIELD C-DIALOG C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-04-W834-validation_error","ACC-04","إنشاء المنشأة ووصفة القطاع","ACC","W","834","validation_error","خطأ تحقق","أساسي","C-FIELD C-DIALOG C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-04-W834-saving","ACC-04","إنشاء المنشأة ووصفة القطاع","ACC","W","834","saving","جارٍ الحفظ","أساسي","C-FIELD C-DIALOG C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-04-W834-success","ACC-04","إنشاء المنشأة ووصفة القطاع","ACC","W","834","success","نجاح","أساسي","C-FIELD C-DIALOG C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-04-W834-server_error","ACC-04","إنشاء المنشأة ووصفة القطاع","ACC","W","834","server_error","خطأ خادم","أساسي","C-FIELD C-DIALOG C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-04-W1440-ready","ACC-04","إنشاء المنشأة ووصفة القطاع","ACC","W","1440","ready","جاهز","أساسي","C-FIELD C-DIALOG C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-04-W1440-validation_error","ACC-04","إنشاء المنشأة ووصفة القطاع","ACC","W","1440","validation_error","خطأ تحقق","أساسي","C-FIELD C-DIALOG C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","drawn","34-D26-Access-All-States.dc.html#ACC-04"
"ACC-04-W1440-saving","ACC-04","إنشاء المنشأة ووصفة القطاع","ACC","W","1440","saving","جارٍ الحفظ","أساسي","C-FIELD C-DIALOG C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","drawn","34-D26-Access-All-States.dc.html#ACC-04"
"ACC-04-W1440-success","ACC-04","إنشاء المنشأة ووصفة القطاع","ACC","W","1440","success","نجاح","أساسي","C-FIELD C-DIALOG C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","drawn","34-D26-Access-All-States.dc.html#ACC-04"
"ACC-04-W1440-server_error","ACC-04","إنشاء المنشأة ووصفة القطاع","ACC","W","1440","server_error","خطأ خادم","أساسي","C-FIELD C-DIALOG C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","drawn","34-D26-Access-All-States.dc.html#ACC-04"
"ACC-04-M390-ready","ACC-04","إنشاء المنشأة ووصفة القطاع","ACC","M","390","ready","جاهز","أساسي","C-FIELD C-DIALOG C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","drawn","28-D21-Access-Inventory-Complete.dc.html#ACC-04"
"ACC-04-M390-validation_error","ACC-04","إنشاء المنشأة ووصفة القطاع","ACC","M","390","validation_error","خطأ تحقق","أساسي","C-FIELD C-DIALOG C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-04-M390-saving","ACC-04","إنشاء المنشأة ووصفة القطاع","ACC","M","390","saving","جارٍ الحفظ","أساسي","C-FIELD C-DIALOG C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-04-M390-success","ACC-04","إنشاء المنشأة ووصفة القطاع","ACC","M","390","success","نجاح","أساسي","C-FIELD C-DIALOG C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-04-M390-server_error","ACC-04","إنشاء المنشأة ووصفة القطاع","ACC","M","390","server_error","خطأ خادم","أساسي","C-FIELD C-DIALOG C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
"ACC-04-D1366-ready","ACC-04","إنشاء المنشأة ووصفة القطاع","ACC","D","1366","ready","جاهز","أساسي","C-FIELD C-DIALOG C-NOTICE","06-D2-Shifts-Access.dc.html","owner_approved","not_drawn",""
